#    N 	        NAME	       S[cm]	       BetaX	       AlfaX	       BetaY	       AlfaY	        DspX	       DspXp	        DspY	       DspYp	         NuX	         NuY	  Energy[MeV]
   395	       oD107	    13602.58	     2047.56	    0.183761	     1945.73	     0.19614	           0	           0	           0	           0	     1.07691	     1.12798	      1069.49
   396	       aR1G1	    13652.58	     2030.44	    0.158702	     1927.45	    0.169629	           0	           0	           0	           0	     1.08082	     1.13209	      1073.24
   397	       oD108	    13677.58	     2022.82	     0.14608	      1919.3	    0.156286	           0	           0	           0	           0	     1.08278	     1.13416	      1073.24
   398	       aR1G2	    13727.58	     2009.47	    0.121016	     1904.99	     0.12977	           0	           0	           0	           0	     1.08673	     1.13832	      1076.99
   399	       oD109	    13793.64	     1995.68	   0.0876601	     1890.18	    0.094509	           0	           0	           0	           0	     1.09198	     1.14386	      1076.99
   400	       aR1G3	    13843.64	     1988.17	   0.0625919	     1882.05	   0.0679891	           0	           0	           0	           0	     1.09597	     1.14808	      1080.74
   401	       oD108	    13868.64	     1985.36	   0.0499683	     1878.99	   0.0546443	           0	           0	           0	           0	     1.09798	      1.1502	      1080.74
   402	       aR1G4	    13918.64	     1981.61	   0.0248976	     1874.85	   0.0281219	           0	           0	           0	           0	     1.10199	     1.15444	      1084.49
   403	       oD109	    13984.70	     1980.53	 -0.00845955	     1873.46	 -0.00714075	           0	           0	           0	           0	      1.1073	     1.16005	      1084.49
   404	       aR1G5	    14034.70	     1982.63	  -0.0335317	      1875.5	  -0.0336646	           0	           0	           0	           0	     1.11131	     1.16429	      1088.24
   405	       oD108	    14059.70	     1984.62	  -0.0461554	     1877.52	  -0.0470095	           0	           0	           0	           0	     1.11332	     1.16641	      1088.24
   406	       aR1G6	    14109.70	     1990.49	  -0.0712278	     1883.55	  -0.0735336	           0	           0	           0	           0	     1.11732	     1.17065	      1091.99
   407	       oD109	    14175.76	      2002.1	   -0.104584	     1895.59	   -0.108795	           0	           0	           0	           0	     1.12259	     1.17621	      1091.99
   408	       aR1G7	    14225.76	     2013.81	   -0.129655	      1907.8	   -0.135318	           0	           0	           0	           0	     1.12655	      1.1804	      1095.74
   409	       oD108	    14250.76	     2020.61	   -0.142278	      1914.9	   -0.148662	           0	           0	           0	           0	     1.12853	     1.18248	      1095.74
   410	       aR1G8	    14300.76	     2036.09	   -0.167347	     1931.09	   -0.175183	           0	           0	           0	           0	     1.13245	     1.18662	      1099.49
   411	       oD110	    14400.00	     2074.28	   -0.217452	     1971.12	    -0.22815	           0	           0	           0	           0	     1.14014	     1.19472	      1099.49
   412	   kMAT1L17V	    14400.00	     2074.28	   -0.217452	     1971.12	    -0.22815	           0	           0	           0	           0	     1.14014	     1.19472	      1099.49
   413	       oD104	    14417.98	     2082.26	   -0.226528	     1979.49	   -0.237744	           0	           0	           0	           0	     1.14152	     1.19616	      1099.49
   414	    iIPM1L17	    14417.98	     2082.26	   -0.226528	     1979.49	   -0.237744	           0	           0	           0	           0	     1.14152	     1.19616	      1099.49
   415	       oD105	    14419.82	      2083.1	   -0.227461	     1980.37	    -0.23873	           0	           0	           0	           0	     1.14166	     1.19631	      1099.49
   416	    qMQ1L17A	    14429.82	     2031.65	     5.32599	     2039.47	      -5.724	           0	           0	           0	           0	     1.14243	     1.19711	      1099.49
   417	       oD106	    14439.82	     1926.57	     5.18145	      2155.6	    -5.88956	           0	           0	           0	           0	     1.14323	     1.19787	      1099.49
   418	    qMQ1L17B	    14459.82	     1925.84	    -5.14345	      2156.3	     5.85568	           0	           0	           0	           0	     1.14491	     1.19932	      1099.49
   419	       oD106	    14469.82	     2030.13	    -5.28601	     2040.83	     5.69203	           0	           0	           0	           0	     1.14572	     1.20008	      1099.49
   420	    qMQ1L17C	    14479.82	      2081.2	    0.225232	     1982.03	    0.240018	           0	           0	           0	           0	     1.14649	     1.20087	      1099.49
   421	       oD105	    14481.67	     2080.37	    0.224299	     1981.15	    0.239032	           0	           0	           0	           0	     1.14663	     1.20102	      1099.49
   422	       oD107	    14562.58	     2047.38	    0.183451	     1945.96	    0.195859	           0	           0	           0	           0	     1.15287	     1.20758	      1099.49
   423	       aR1H1	    14612.58	     2030.29	    0.158382	      1927.7	    0.169345	           0	           0	           0	           0	     1.15678	     1.21169	      1103.24
   424	       oD108	    14637.58	     2022.69	     0.14576	     1919.57	    0.156004	           0	           0	           0	           0	     1.15874	     1.21376	      1103.24
   425	       aR1H2	    14687.58	     2009.36	    0.120687	     1905.29	    0.129486	           0	           0	           0	           0	     1.16269	     1.21792	      1106.99
   426	       oD109	    14753.64	     1995.62	   0.0873318	     1890.51	   0.0942326	           0	           0	           0	           0	     1.16794	     1.22346	      1106.99
   427	       aR1H3	    14803.64	     1988.14	   0.0622548	     1882.42	   0.0677099	           0	           0	           0	           0	     1.17193	     1.22768	      1110.74
   428	       oD108	    14828.64	     1985.34	   0.0496315	     1879.37	   0.0543682	           0	           0	           0	           0	     1.17394	     1.22979	      1110.74
   429	       aR1H4	    14878.64	     1981.64	   0.0245522	     1875.25	   0.0278431	           0	           0	           0	           0	     1.17795	     1.23403	      1114.49
   430	       oD109	    14944.70	      1980.6	 -0.00880403	     1873.91	 -0.00741141	           0	           0	           0	           0	     1.18326	     1.23964	      1114.49
   431	       aR1H5	    14994.70	     1982.73	  -0.0338847	     1875.97	  -0.0339378	           0	           0	           0	           0	     1.18727	     1.24389	      1118.24
   432	       oD108	    15019.70	     1984.74	  -0.0465081	        1878	  -0.0472796	           0	           0	           0	           0	     1.18928	     1.24601	      1118.24
   433	       aR1H6	    15069.70	     1990.64	   -0.071589	     1884.06	  -0.0738063	           0	           0	           0	           0	     1.19328	     1.25024	      1121.99
   434	       oD109	    15135.76	     2002.31	   -0.104944	     1896.14	    -0.10906	           0	           0	           0	           0	     1.19855	      1.2558	      1121.99
   435	       aR1H7	    15185.76	     2014.05	   -0.130024	     1908.37	   -0.135585	           0	           0	           0	           0	     1.20251	     1.25999	      1125.74
   436	       oD108	    15210.76	     2020.87	   -0.142647	     1915.48	   -0.148926	           0	           0	           0	           0	     1.20449	     1.26207	      1125.74
   437	       aR1H8	    15260.76	     2036.39	   -0.167724	      1931.7	   -0.175449	           0	           0	           0	           0	     1.20841	      1.2662	      1129.49
   438	       oD117	    15326.27	     2060.53	   -0.200798	     1956.98	   -0.210405	           0	           0	           0	           0	      1.2135	     1.27157	      1129.49
   439	    iITV1L18	    15326.27	     2060.53	   -0.200798	     1956.98	   -0.210405	           0	           0	           0	           0	      1.2135	     1.27157	      1129.49
   440	       oD118	    15338.03	     2065.32	   -0.206735	        1962	   -0.216681	           0	           0	           0	           0	     1.21441	     1.27252	      1129.49
   441	   kMAT1L18H	    15338.03	     2065.32	   -0.206735	        1962	   -0.216681	           0	           0	           0	           0	     1.21441	     1.27252	      1129.49
   442	       oD112	    15377.97	     2082.65	   -0.226904	     1980.16	   -0.237997	           0	           0	           0	           0	     1.21747	     1.27575	      1129.49
   443	    iIPM1L18	    15377.97	     2082.65	   -0.226904	     1980.16	   -0.237997	           0	           0	           0	           0	     1.21747	     1.27575	      1129.49
   444	       oD105	    15379.82	     2083.49	   -0.227836	     1981.04	   -0.238982	           0	           0	           0	           0	     1.21761	      1.2759	      1129.49
   445	    qMQ1L18A	    15389.82	     2032.03	     5.32667	     2040.16	    -5.72612	           0	           0	           0	           0	     1.21838	     1.27669	      1129.49
   446	       oD106	    15399.82	     1926.94	     5.18211	     2156.34	    -5.89174	           0	           0	           0	           0	     1.21919	     1.27745	      1129.49
   447	    qMQ1L18B	    15419.82	     1926.22	     -5.1448	     2157.05	     5.85755	           0	           0	           0	           0	     1.22087	      1.2789	      1129.49
   448	       oD106	    15429.82	     2030.55	     -5.2874	     2041.54	     5.69385	           0	           0	           0	           0	     1.22167	     1.27966	      1129.49
   449	    qMQ1L18C	    15439.82	     2081.63	    0.224957	     1982.73	     0.23995	           0	           0	           0	           0	     1.22244	     1.28045	      1129.49
   450	       oD105	    15441.67	      2080.8	    0.224024	     1981.84	    0.238965	           0	           0	           0	           0	     1.22259	      1.2806	      1129.49
   451	       oD107	    15522.58	     2047.85	    0.183189	     1946.66	    0.195808	           0	           0	           0	           0	     1.22883	     1.28716	      1129.49
   452	       aR1I1	    15572.58	     2030.79	    0.158119	     1928.41	    0.169295	           0	           0	           0	           0	     1.23273	     1.29127	      1133.24
   453	       oD108	    15597.58	      2023.2	    0.145501	     1920.28	     0.15596	           0	           0	           0	           0	     1.23469	     1.29334	      1133.24
   454	       aR1I2	    15647.58	      2009.9	    0.120427	     1906.01	    0.129443	           0	           0	           0	           0	     1.23864	      1.2975	      1136.99
   455	       oD109	    15713.64	     1996.19	   0.0870835	     1891.23	   0.0942035	           0	           0	           0	           0	     1.24389	     1.30303	      1136.99
   456	       aR1I3	    15763.64	     1988.74	   0.0620061	     1883.14	   0.0676828	           0	           0	           0	           0	     1.24788	     1.30725	      1140.74
   457	       oD108	    15788.64	     1985.95	    0.049387	     1880.09	   0.0543463	           0	           0	           0	           0	     1.24988	     1.30937	      1140.74
   458	       aR1I4	    15838.64	     1982.27	   0.0243074	     1875.98	   0.0278234	           0	           0	           0	           0	      1.2539	      1.3136	      1144.49
   459	       oD109	    15904.70	     1981.26	  -0.0090378	     1874.63	 -0.00741749	           0	           0	           0	           0	      1.2592	     1.31921	      1144.49
   460	       aR1I5	    15954.70	     1983.42	  -0.0341186	      1876.7	  -0.0339417	           0	           0	           0	           0	     1.26322	     1.32345	      1148.24
   461	       oD108	    15979.70	     1985.44	  -0.0467378	     1878.73	  -0.0472783	           0	           0	           0	           0	     1.26522	     1.32557	      1148.24
   462	       aR1I6	    16029.70	     1991.37	  -0.0718189	     1884.78	  -0.0738026	           0	           0	           0	           0	     1.26922	      1.3298	      1151.99
   463	       oD109	    16095.76	     2003.06	   -0.105163	     1896.86	   -0.109043	           0	           0	           0	           0	     1.27449	     1.33536	      1151.99
   464	       aR1I7	    16145.76	     2014.83	   -0.130243	     1909.09	   -0.135566	           0	           0	           0	           0	     1.27845	     1.33955	      1155.74
   465	       oD108	    16170.76	     2021.66	   -0.142861	      1916.2	   -0.148901	           0	           0	           0	           0	     1.28042	     1.34163	      1155.74
   466	       aR1I8	    16220.76	      2037.2	    -0.16794	     1932.42	   -0.175423	           0	           0	           0	           0	     1.28434	     1.34576	      1159.49
   467	       oD116	    16320.00	      2075.5	   -0.218028	     1972.49	   -0.228358	           0	           0	           0	           0	     1.29203	     1.35386	      1159.49
   468	   kMAT1L19V	    16320.00	      2075.5	   -0.218028	     1972.49	   -0.228358	           0	           0	           0	           0	     1.29203	     1.35386	      1159.49
   469	       oD104	    16337.98	      2083.5	     -0.2271	     1980.87	   -0.237947	           0	           0	           0	           0	      1.2934	      1.3553	      1159.49
   470	    iIPM1L19	    16337.98	      2083.5	     -0.2271	     1980.87	   -0.237947	           0	           0	           0	           0	      1.2934	      1.3553	      1159.49
   471	       oD105	    16339.82	     2084.34	   -0.228033	     1981.76	   -0.238932	           0	           0	           0	           0	     1.29355	     1.35545	      1159.49
   472	    qMQ1L19A	    16349.82	     2032.87	     5.32876	     2040.89	    -5.72803	           0	           0	           0	           0	     1.29431	     1.35625	      1159.49
   473	       oD106	    16359.82	     1927.74	     5.18416	     2157.11	    -5.89369	           0	           0	           0	           0	     1.29512	     1.35701	      1159.49
   474	    qMQ1L19B	    16379.82	     1927.02	    -5.14701	     2157.81	     5.85977	           0	           0	           0	           0	      1.2968	     1.35845	      1159.49
   475	       oD106	    16389.82	     2031.39	    -5.28968	     2042.25	     5.69601	           0	           0	           0	           0	      1.2976	     1.35921	      1159.49
   476	    qMQ1L19C	    16399.82	      2082.5	    0.224973	     1983.42	    0.240191	           0	           0	           0	           0	     1.29838	     1.36001	      1159.49
   477	       oD105	    16401.67	     2081.67	    0.224041	     1982.53	    0.239205	           0	           0	           0	           0	     1.29852	     1.36016	      1159.49
   478	       oD107	    16482.58	     2048.71	    0.183222	     1947.32	    0.196059	           0	           0	           0	           0	     1.30475	     1.36671	      1159.49
   479	       aR1J1	    16532.58	     2031.65	    0.158154	     1929.04	    0.169545	           0	           0	           0	           0	     1.30865	     1.37082	      1163.24
   480	       oD108	    16557.58	     2024.05	    0.145541	     1920.89	    0.156213	           0	           0	           0	           0	     1.31062	     1.37288	      1163.24
   481	       aR1J2	    16607.58	     2010.75	     0.12047	      1906.6	    0.129695	           0	           0	           0	           0	     1.31456	     1.37704	      1166.99
   482	       oD109	    16673.64	     1997.04	   0.0871397	     1891.79	   0.0944637	           0	           0	           0	           0	     1.31981	     1.38258	      1166.99
   483	       aR1J3	    16723.64	     1989.58	   0.0620647	     1883.67	   0.0679419	           0	           0	           0	           0	      1.3238	      1.3868	      1170.74
   484	       oD108	    16748.64	     1986.79	   0.0494508	     1880.61	   0.0546086	           0	           0	           0	           0	      1.3258	     1.38891	      1170.74
   485	       aR1J4	    16798.64	      1983.1	   0.0243737	     1876.47	   0.0280848	           0	           0	           0	           0	     1.32981	     1.39315	      1174.49
   486	       oD109	    16864.70	     1982.08	 -0.00895755	     1875.09	 -0.00714739	           0	           0	           0	           0	     1.33512	     1.39875	      1174.49
   487	       aR1J5	    16914.70	     1984.23	  -0.0340358	     1877.13	  -0.0336724	           0	           0	           0	           0	     1.33913	       1.403	      1178.24
   488	       oD108	    16939.70	     1986.25	  -0.0466497	     1879.15	  -0.0470058	           0	           0	           0	           0	     1.34113	     1.40511	      1178.24
   489	       aR1J6	    16989.70	     1992.17	  -0.0717281	     1885.17	  -0.0735309	           0	           0	           0	           0	     1.34513	     1.40934	      1181.99
   490	       oD109	    17055.76	     2003.84	   -0.105059	     1897.22	   -0.108762	           0	           0	           0	           0	      1.3504	      1.4149	      1181.99
   491	       aR1J7	    17105.76	      2015.6	   -0.130136	     1909.42	   -0.135286	           0	           0	           0	           0	     1.35436	     1.41908	      1185.74
   492	       oD108	    17130.76	     2022.43	   -0.142749	     1916.52	   -0.148619	           0	           0	           0	           0	     1.35633	     1.42116	      1185.74
   493	       aR1J8	    17180.76	     2037.96	   -0.167825	      1932.7	   -0.175141	           0	           0	           0	           0	     1.36025	      1.4253	      1189.49
   494	       oD115	    17258.03	      2066.9	   -0.206807	     1962.95	   -0.216346	           0	           0	           0	           0	     1.36624	     1.43162	      1189.49
   495	   kMAT1L20H	    17258.03	      2066.9	   -0.206807	     1962.95	   -0.216346	           0	           0	           0	           0	     1.36624	     1.43162	      1189.49
   496	       oD112	    17297.98	     2084.23	    -0.22696	     1981.09	   -0.237649	           0	           0	           0	           0	     1.36931	     1.43484	      1189.49
   497	    iIPM1L20	    17297.98	     2084.23	    -0.22696	     1981.09	   -0.237649	           0	           0	           0	           0	     1.36931	     1.43484	      1189.49
   498	       oD105	    17299.82	     2085.07	   -0.227892	     1981.97	   -0.238634	           0	           0	           0	           0	     1.36945	     1.43499	      1189.49
   499	    qMQ1L20A	    17309.82	     2033.57	     5.33083	      2041.1	     -5.7283	           0	           0	           0	           0	     1.37022	     1.43578	      1189.49
   500	       oD106	    17319.82	      1928.4	     5.18617	     2157.33	    -5.89396	           0	           0	           0	           0	     1.37102	     1.43654	      1189.49
   501	    qMQ1L20B	    17339.82	     1927.68	    -5.14853	     2158.02	     5.86065	           0	           0	           0	           0	      1.3727	     1.43799	      1189.49
   502	       oD106	    17349.82	     2032.08	    -5.29123	     2042.44	     5.69686	           0	           0	           0	           0	      1.3735	     1.43875	      1189.49
   503	    qMQ1L20C	    17359.82	     2083.19	    0.225289	      1983.6	    0.240541	           0	           0	           0	           0	     1.37427	     1.43954	      1189.49
   504	       oD105	    17361.67	     2082.36	    0.224357	     1982.71	    0.239556	           0	           0	           0	           0	     1.37442	     1.43969	      1189.49
   505	       oD107	    17442.58	     2049.36	    0.183546	     1947.44	    0.196406	           0	           0	           0	           0	     1.38065	     1.44625	      1189.49
   506	       aR1K1	    17492.58	     2032.26	    0.158476	     1929.12	    0.169883	           0	           0	           0	           0	     1.38455	     1.45035	      1193.24
   507	       oD108	    17517.58	     2024.65	    0.145866	     1920.96	     0.15655	           0	           0	           0	           0	     1.38651	     1.45242	      1193.24
   508	       aR1K2	    17567.58	     2011.32	    0.120792	     1906.63	    0.130023	           0	           0	           0	           0	     1.39046	     1.45658	      1196.99
   509	       oD109	    17633.64	     1997.56	   0.0874683	     1891.78	   0.0947893	           0	           0	           0	           0	      1.3957	     1.46211	      1196.99
   510	       aR1K3	    17683.64	     1990.07	    0.062391	     1883.63	   0.0682586	           0	           0	           0	           0	     1.39969	     1.46633	      1200.74
   511	       oD108	    17708.64	     1987.26	   0.0497797	     1880.55	   0.0549245	           0	           0	           0	           0	      1.4017	     1.46844	      1200.74
   512	       aR1K4	    17758.64	     1983.54	   0.0247004	     1876.38	   0.0283919	           0	           0	           0	           0	      1.4057	     1.47268	      1204.49
   513	       oD109	    17824.70	     1982.48	 -0.00862406	     1874.96	 -0.00684252	           0	           0	           0	           0	     1.41101	     1.47829	      1204.49
   514	       aR1K5	    17874.70	     1984.59	  -0.0337044	     1876.97	  -0.0333763	           0	           0	           0	           0	     1.41502	     1.48253	      1208.24
   515	       oD108	    17899.70	     1986.59	  -0.0463158	     1878.97	  -0.0467104	           0	           0	           0	           0	     1.41702	     1.48465	      1208.24
   516	       aR1K6	    17949.70	     1992.48	  -0.0713963	     1884.97	  -0.0732443	           0	           0	           0	           0	     1.42102	     1.48888	      1211.99
   517	       oD109	    18015.76	     2004.11	    -0.10472	     1896.97	   -0.108478	           0	           0	           0	           0	     1.42629	     1.49444	      1211.99
   518	       aR1K7	    18065.76	     2015.84	   -0.129799	     1909.15	    -0.13501	           0	           0	           0	           0	     1.43024	     1.49862	      1215.74
   519	       oD108	    18090.76	     2022.64	    -0.14241	     1916.23	   -0.148344	           0	           0	           0	           0	     1.43222	      1.5007	      1215.74
   520	       aR1K8	    18140.76	     2038.14	   -0.167488	     1932.39	   -0.174875	           0	           0	           0	           0	     1.43614	     1.50484	      1219.49
   521	       oD116	    18240.00	     2076.35	   -0.217545	     1972.36	   -0.227801	           0	           0	           0	           0	     1.44382	     1.51293	      1219.49
   522	   kMAT1L21V	    18240.00	     2076.35	   -0.217545	     1972.36	   -0.227801	           0	           0	           0	           0	     1.44382	     1.51293	      1219.49
   523	       oD104	    18257.98	     2084.33	   -0.226612	     1980.72	   -0.237388	           0	           0	           0	           0	     1.44519	     1.51438	      1219.49
   524	    iIPM1L21	    18257.98	     2084.33	   -0.226612	     1980.72	   -0.237388	           0	           0	           0	           0	     1.44519	     1.51438	      1219.49
   525	       oD105	    18259.82	     2085.17	   -0.227544	      1981.6	   -0.238373	           0	           0	           0	           0	     1.44533	     1.51453	      1219.49
   526	    qMQ1L21A	    18269.82	     2033.67	     5.33144	     2040.72	      -5.727	           0	           0	           0	           0	      1.4461	     1.51532	      1219.49
   527	       oD106	    18279.82	     1928.49	     5.18675	     2156.91	    -5.89262	           0	           0	           0	           0	     1.44691	     1.51608	      1219.49
   528	    qMQ1L21B	    18299.82	     1927.74	    -5.14835	      2157.6	     5.85972	           0	           0	           0	           0	     1.44859	     1.51753	      1219.49
   529	       oD106	    18309.82	     2032.14	    -5.29103	     2042.04	     5.69594	           0	           0	           0	           0	     1.44939	     1.51829	      1219.49
   530	    qMQ1L21C	    18319.82	     2083.25	    0.225657	      1983.2	    0.240698	           0	           0	           0	           0	     1.45016	     1.51908	      1219.49
   531	       oD105	    18321.67	     2082.42	    0.224725	     1982.31	    0.239713	           0	           0	           0	           0	      1.4503	     1.51923	      1219.49
   532	       oD107	    18402.58	     2049.36	    0.183909	     1947.01	    0.196551	           0	           0	           0	           0	     1.45654	     1.52579	      1219.49
   533	       aR1L1	    18452.58	     2032.22	    0.158828	     1928.69	    0.170014	           0	           0	           0	           0	     1.46044	     1.52989	      1223.24
   534	       oD108	    18477.58	     2024.59	    0.146216	     1920.52	    0.156677	           0	           0	           0	           0	      1.4624	     1.53196	      1223.24
   535	       aR1L2	    18527.58	     2011.23	    0.121132	     1906.18	    0.130136	           0	           0	           0	           0	     1.46634	     1.53612	      1226.99
   536	       oD109	    18593.64	     1997.42	   0.0878043	     1891.31	   0.0948934	           0	           0	           0	           0	     1.47159	     1.54166	      1226.99
   537	       aR1L3	    18643.64	      1989.9	   0.0627168	     1883.15	    0.068349	           0	           0	           0	           0	     1.47558	     1.54588	      1230.74
   538	       oD108	    18668.64	     1987.08	   0.0501039	     1880.07	   0.0550113	           0	           0	           0	           0	     1.47758	     1.54799	      1230.74
   539	       aR1L4	    18718.64	     1983.32	   0.0250146	     1875.89	   0.0284651	           0	           0	           0	           0	     1.48159	     1.55223	      1234.49
   540	       oD109	    18784.70	     1982.22	 -0.00831404	     1874.46	  -0.0067787	           0	           0	           0	           0	     1.48689	     1.55784	      1234.49
   541	       aR1L5	    18834.70	      1984.3	  -0.0334044	     1876.47	   -0.033326	           0	           0	           0	           0	     1.49091	     1.56208	      1238.24
   542	       oD108	    18859.70	     1986.29	  -0.0460173	     1878.47	  -0.0466637	           0	           0	           0	           0	     1.49291	      1.5642	      1238.24
   543	       aR1L6	    18909.70	     1992.15	  -0.0711078	     1884.46	  -0.0732111	           0	           0	           0	           0	     1.49691	     1.56843	      1241.99
   544	       oD109	    18975.76	     2003.74	   -0.104436	     1896.46	   -0.108454	           0	           0	           0	           0	     1.50218	     1.57399	      1241.99
   545	       aR1L7	    19025.76	     2015.44	   -0.129525	     1908.63	      -0.135	           0	           0	           0	           0	     1.50614	     1.57818	      1245.74
   546	       oD108	    19050.76	     2022.23	   -0.142137	     1915.72	   -0.148337	           0	           0	           0	           0	     1.50811	     1.58026	      1245.74
   547	       aR1L8	    19100.76	      2037.7	   -0.167225	     1931.88	   -0.174882	           0	           0	           0	           0	     1.51203	     1.58439	      1249.49
   548	       oD117	    19166.27	     2061.77	   -0.200272	     1957.08	   -0.209828	           0	           0	           0	           0	     1.51711	     1.58976	      1249.49
   549	    iITV1L22	    19166.27	     2061.77	   -0.200272	     1957.08	   -0.209828	           0	           0	           0	           0	     1.51711	     1.58976	      1249.49
   550	       oD118	    19178.03	     2066.55	   -0.206205	     1962.09	   -0.216101	           0	           0	           0	           0	     1.51802	     1.59071	      1249.49
   551	   kMAT1L22H	    19178.03	     2066.55	   -0.206205	     1962.09	   -0.216101	           0	           0	           0	           0	     1.51802	     1.59071	      1249.49
   552	       oD112	    19217.98	     2083.83	   -0.226357	      1980.2	   -0.237411	           0	           0	           0	           0	     1.52108	     1.59394	      1249.49
   553	    iIPM1L22	    19217.98	     2083.83	   -0.226357	      1980.2	   -0.237411	           0	           0	           0	           0	     1.52108	     1.59394	      1249.49
   554	       oD105	    19219.82	     2084.67	   -0.227289	     1981.08	   -0.238397	           0	           0	           0	           0	     1.52123	     1.59409	      1249.49
   555	    qMQ1L22A	    19229.82	     2033.18	     5.33035	     2040.19	    -5.72561	           0	           0	           0	           0	       1.522	     1.59488	      1249.49
   556	       oD106	    19239.82	     1928.02	     5.18568	     2156.36	     -5.8912	           0	           0	           0	           0	      1.5228	     1.59564	      1249.49
   557	    qMQ1L22B	    19259.82	     1927.27	    -5.14688	     2157.04	     5.85812	           0	           0	           0	           0	     1.52448	     1.59709	      1249.49
   558	       oD106	    19269.82	     2031.63	    -5.28952	     2041.52	     5.69439	           0	           0	           0	           0	     1.52528	     1.59785	      1249.49
   559	    qMQ1L22C	    19279.82	     2082.73	    0.225786	      1982.7	    0.240537	           0	           0	           0	           0	     1.52606	     1.59864	      1249.49
   560	       oD105	    19281.67	     2081.89	    0.224854	     1981.81	    0.239551	           0	           0	           0	           0	      1.5262	     1.59879	      1249.49
   561	       oD120	    19357.02	     2050.87	    0.186831	     1948.74	    0.199349	           0	           0	           0	           0	       1.532	     1.60489	      1249.49
   562	       aR1M1	    19427.02	     2027.09	       0.153	     1923.35	    0.163416	           0	           0	           0	           0	     1.53747	     1.61065	      1261.99
   563	       oD121	    19456.92	     2018.39	    0.137904	     1914.05	    0.147455	           0	           0	           0	           0	     1.53982	     1.61313	      1261.99
   564	       aR1M2	    19526.92	     2001.45	    0.104008	     1895.93	    0.111457	           0	           0	           0	           0	     1.54536	     1.61898	      1274.49
   565	       oD121	    19556.82	     1995.69	   0.0889073	     1889.74	   0.0954902	           0	           0	           0	           0	     1.54774	     1.62149	      1274.49
   566	       aR1M3	    19626.82	     1985.61	   0.0549596	     1878.89	   0.0594399	           0	           0	           0	           0	     1.55334	     1.62741	      1286.99
   567	       oD121	    19656.72	     1982.78	   0.0398558	     1875.82	   0.0434701	           0	           0	           0	           0	     1.55574	     1.62994	      1286.99
   568	       aR1M4	    19726.72	     1979.58	  0.00586971	     1872.26	  0.00738189	           0	           0	           0	           0	     1.56136	     1.63589	      1299.49
   569	       oD121	    19756.62	     1979.68	 -0.00923503	     1872.29	 -0.00858902	           0	           0	           0	           0	     1.56377	     1.63843	      1299.49
   570	       aR1M5	    19826.62	     1983.35	  -0.0432469	     1876.02	  -0.0447019	           0	           0	           0	           0	     1.56939	     1.64438	      1311.99
   571	       oD121	    19856.52	     1986.39	  -0.0583506	     1879.17	  -0.0606717	           0	           0	           0	           0	     1.57179	     1.64691	      1311.99
   572	       aR1M6	    19926.52	     1996.94	  -0.0923764	      1890.2	  -0.0967966	           0	           0	           0	           0	     1.57738	     1.65282	      1324.49
   573	       oD121	    19956.42	     2002.92	   -0.107477	     1896.46	   -0.112763	           0	           0	           0	           0	     1.57976	     1.65534	      1324.49
   574	       aR1M7	    20026.42	     2020.35	   -0.141505	     1914.78	   -0.148888	           0	           0	           0	           0	      1.5853	     1.66119	      1336.99
   575	       oD121	    20056.32	     2029.26	   -0.156601	     1924.16	    -0.16485	           0	           0	           0	           0	     1.58765	     1.66366	      1336.99
   576	       aR1M8	    20126.32	     2053.57	   -0.190621	     1949.77	   -0.200964	           0	           0	           0	           0	     1.59311	     1.66942	      1349.49
   577	       oD122	    20209.86	     2088.94	   -0.232781	     1987.07	   -0.245541	           0	           0	           0	           0	     1.59953	     1.67617	      1349.49
   578	   kMDB1L23V	    20209.86	     2088.94	   -0.232781	     1987.07	   -0.245541	           0	           0	           0	           0	     1.59953	     1.67617	      1349.49
   579	    iIPM1L23	    20209.86	     2088.94	   -0.232781	     1987.07	   -0.245541	           0	           0	           0	           0	     1.59953	     1.67617	      1349.49
   580	      oD129a	    20184.44	     2077.43	   -0.219952	     1974.93	   -0.231977	           0	           0	           0	           0	     2.09759	     2.17413	      1349.49
   581	    qMQ1L23A	    20194.44	     2025.98	       5.318	     2033.74	    -5.70185	           0	           0	           0	           0	     2.09836	     2.17493	      1349.49
   582	       oD106	    20204.44	     1921.07	     5.17347	     2149.42	    -5.86663	           0	           0	           0	           0	     2.09917	     2.17569	      1349.49
   583	    qMQ1L23B	    20224.44	     1920.06	    -5.12124	     2149.89	     5.84424	           0	           0	           0	           0	     2.10086	     2.17715	      1349.49
   584	       oD106	    20234.44	      2023.9	    -5.26304	     2034.64	     5.68072	           0	           0	           0	           0	     2.10167	     2.17791	      1349.49
   585	    qMQ1L23C	    20244.44	     2074.68	    0.231236	      1975.9	    0.245204	           0	           0	           0	           0	     2.10244	      2.1787	      1349.49
   586	      oD129b	    20317.02	     2043.79	    0.194382	     1943.14	    0.206264	           0	           0	           0	           0	     2.10805	      2.1846	      1349.49
   587	       aR1N1	    20387.02	     2018.97	    0.160113	      1916.8	    0.169918	           0	           0	           0	           0	     2.11354	     2.19037	      1361.99
   588	       oD121	    20416.92	     2009.85	    0.144924	     1907.12	    0.153868	           0	           0	           0	           0	      2.1159	     2.19286	      1361.99
   589	       aR1N2	    20486.92	     1991.96	    0.110599	     1888.13	    0.117466	           0	           0	           0	           0	     2.12147	     2.19874	      1374.49
